cid,cname,section,activity,chours,gender,status,days,time,location,fexamday,fexamtime,fexamdate,instructor
200 ريض,حساب التفاضل والتكامل (لطلبةالفيزياء والحاسب),32347,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  12:00 م - 12:50 م'],['  0140 04 1 A 107'],4,01:00 م - 04:00 م,1443-11-02,محمد مأمون تركاوي
200 ريض,حساب التفاضل والتكامل (لطلبةالفيزياء والحاسب),32348,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  05:00 م - 06:50 م'],['  0160 31 1 B 082'],---,---,---,وائل مصطفى احمد مصطفى
324 احص,الاحتمالات والاحصاء الهندسي,64474,محاضرة,3,الرياض- طلاب,مغلقة,['2 4'],['  12:00 م - 12:50 م'],['  0140 04 1 B 027'],4,01:00 م - 03:00 م,1443-11-09,عبدالرحمن سليمان الرزيزاء العنقرى
324 احص,الاحتمالات والاحصاء الهندسي,64476,تمارين,,الرياض- طلاب,مغلقة,['4'],['  05:00 م - 06:50 م'],['  0140 04 1 B 027'],---,---,---,عمادالدين محمد إبراهيم محمد
254 ريض,الطرائق العددية,5582,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0140 04 1 A 097'],2,01:00 م - 04:00 م,1443-10-29,بندر عبدالله ناصر بن محسن
254 ريض,الطرائق العددية,20499,تمارين,,الرياض- طلاب,مفتوحة,['1'],['  05:00 م - 06:50 م'],['  0140 04 1 A 070'],---,---,---,عبدالعظيم حامد محمد يعقوب
254 ريض,الطرائق العددية,5586,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0140 04 G A 146'],2,01:00 م - 04:00 م,1443-10-29,محمد بن حمده عبدالواحد
254 ريض,الطرائق العددية,20500,تمارين,,الرياض- طلاب,مغلقة,['1'],['  03:00 م - 04:50 م'],['  0140 04 1 A 097'],---,---,---,عبدالعظيم حامد محمد يعقوب
254 ريض,الطرائق العددية,5591,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0140 04 1 A 075'],2,01:00 م - 04:00 م,1443-10-29,رضوان بوت
254 ريض,الطرائق العددية,20501,تمارين,,الرياض- طلاب,مغلقة,['4'],['  01:00 م - 02:50 م'],['  0140 04 1 A 070'],---,---,---,خالد ابراهيم احمد نوار
254 ريض,الطرائق العددية,5598,محاضرة,3,الرياض- طلاب,مفتوحة,"['4', '2']","['  10:00 ص - 10:50 ص', '  10:00 ص - 11:50 ص']","['  0140 04 1 B 045/1', '  0140 04 1 B 045/1']",2,01:00 م - 04:00 م,1443-10-29,شاه محمد ديل كبير
254 ريض,الطرائق العددية,20502,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  01:00 م - 02:50 م'],['  0140 04 1 A 070'],---,---,---,خالد ابراهيم احمد نوار
254 ريض,الطرائق العددية,34769,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  01:00 م - 01:50 م'],['  0140 04 1 A 075'],2,01:00 م - 04:00 م,1443-10-29,محمد بن حمده عبدالواحد
254 ريض,الطرائق العددية,34770,تمارين,,الرياض- طلاب,مغلقة,['1'],['  03:00 م - 04:50 م'],['  0140 04 1 A 070'],---,---,---,محمد رسمى محمد ابوالريش
254 ريض,الطرائق العددية,53172,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  01:00 م - 01:50 م'],['  0160 31 1 A 022'],2,01:00 م - 04:00 م,1443-10-29,رضوان بوت
254 ريض,الطرائق العددية,53173,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  03:00 م - 04:50 م'],['  0140 04 1 A 073'],---,---,---,محمد رسمى محمد ابوالريش
254 ريض,الطرائق العددية,53174,محاضرة,3,الرياض- طلاب,مغلقة,"['5', '1 3']","['  02:00 م - 02:50 م', '  02:00 م - 02:50 م']","['  0140 04 1 B 048', '  0140 04 1 B 040']",2,01:00 م - 04:00 م,1443-10-29,محمد بن حمده عبدالواحد
254 ريض,الطرائق العددية,53175,تمارين,,الرياض- طلاب,مغلقة,['1'],['  03:00 م - 04:50 م'],['  0140 04 1 A 075'],---,---,---,موسى رحمه جادالله عجال
254 ريض,الطرائق العددية,80546,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  02:00 م - 02:50 م'],['  0140 04 1 B 027'],2,01:00 م - 04:00 م,1443-10-29,رضوان بوت
254 ريض,الطرائق العددية,80547,تمارين,,الرياض- طلاب,مغلقة,['1'],['  03:00 م - 04:50 م'],['  0140 04 1 A 111'],---,---,---,خالد ابراهيم احمد نوار
254 ريض,الطرائق العددية,80548,محاضرة,3,الرياض- طلاب,مغلقة,"['1 3', '5']","['  08:00 ص - 08:50 ص', '  08:00 ص - 08:50 ص']","['  0140 04 1 B 027', '  0140 04 1 B 040']",2,01:00 م - 04:00 م,1443-10-29,شاه محمد ديل كبير
254 ريض,الطرائق العددية,80549,تمارين,,الرياض- طلاب,مغلقة,['1'],['  05:00 م - 06:50 م'],['  0140 04 1 B 045/1'],---,---,---,موسى رحمه جادالله عجال
227 عال,نظم التشغيل,12320,محاضرة,3,الرياض- طلاب,مفتوحة,"['2', '4']","['  10:00 ص - 10:50 ص', '  10:00 ص - 11:50 ص']","['  0160 31 1 A 064', '  0160 31 1 A 064']",4,01:00 م - 04:00 م,1443-11-16,رشيد سعيد صمودة
227 عال,نظم التشغيل,12321,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 064'],---,---,---,احمد محمد زكي عبدالرؤوف الرجوب
227 عال,نظم التشغيل,12322,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0160 31 1 A 026'],4,01:00 م - 04:00 م,1443-11-16,مجدل سلطان مجدل بن سفران
227 عال,نظم التشغيل,12323,تمارين,,الرياض- طلاب,مغلقة,['1'],['  04:00 م - 04:50 م'],['  0160 31 1 A 018'],---,---,---,محمد جاويد يوسف
227 عال,نظم التشغيل,12326,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 001'],4,01:00 م - 04:00 م,1443-11-16,احمد محمد زكي عبدالرؤوف الرجوب
227 عال,نظم التشغيل,12327,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  03:00 م - 03:50 م'],['  0160 31 1 A 022'],---,---,---,احمد محمد زكي عبدالرؤوف الرجوب
227 عال,نظم التشغيل,12328,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0160 31 1 A 001'],4,01:00 م - 04:00 م,1443-11-16,محمد جاويد يوسف
227 عال,نظم التشغيل,12329,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  03:00 م - 03:50 م'],['  0160 31 1 A 003'],---,---,---,احمد محمد زكي عبدالرؤوف الرجوب
227 عال,نظم التشغيل,35565,محاضرة,3,الرياض- طلاب,مفتوحة,"['2', '4']","['  08:00 ص - 08:50 ص', '  08:00 ص - 09:50 ص']","['  0160 31 1 A 001', '  0160 31 1 A 001']",4,01:00 م - 04:00 م,1443-11-16,رشيد سعيد صمودة
227 عال,نظم التشغيل,35566,تمارين,,الرياض- طلاب,مفتوحة,['2'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 001'],---,---,---,محمد جاويد يوسف
227 عال,نظم التشغيل,35605,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 026'],4,01:00 م - 04:00 م,1443-11-16,مجدل سلطان مجدل بن سفران
227 عال,نظم التشغيل,35606,تمارين,,الرياض- طلاب,مغلقة,['5'],['  04:00 م - 04:50 م'],['  0160 31 1 A 022'],---,---,---,محمد جاويد يوسف
227 عال,نظم التشغيل,37639,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0160 31 1 A 060'],4,01:00 م - 04:00 م,1443-11-16,محمد جاويد يوسف
227 عال,نظم التشغيل,37640,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  02:00 م - 02:50 م'],['  0160 31 1 A 001'],---,---,---,احمد محمد زكي عبدالرؤوف الرجوب
227 عال,نظم التشغيل,67068,محاضرة,3,الرياض- طلاب,مفتوحة,"['4', '2']","['  08:00 ص - 08:50 ص', '  08:00 ص - 09:50 ص']","['  0160 31 1 A 018', '  0160 31 1 A 018']",4,01:00 م - 04:00 م,1443-11-16,احمد محمد زكي عبدالرؤوف الرجوب
227 عال,نظم التشغيل,67069,تمارين,,الرياض- طلاب,مفتوحة,['4'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 011'],---,---,---,احمد محمد زكي عبدالرؤوف الرجوب
103 فيز,فيزياء عامة (1),20134,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0140 04 1 B 030'],3,01:00 م - 04:00 م,1443-11-01,سعد علي عبدالله القرنى
103 فيز,فيزياء عامة (1),20135,عملي,,الرياض- طلاب,مفتوحة,['2'],['  08:00 ص - 09:50 ص'],[' '],---,---,---,لم يحدد من الكلية
103 فيز,فيزياء عامة (1),74082,عملي,,الرياض- طلاب,مفتوحة,['2'],['  08:00 ص - 09:50 ص'],[' '],---,---,---,لم يحدد من الكلية
103 فيز,فيزياء عامة (1),20136,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0140 04 1 A 108'],3,01:00 م - 04:00 م,1443-11-01,هادى رسام هادى القحطانى
103 فيز,فيزياء عامة (1),74083,عملي,,الرياض- طلاب,مفتوحة,['3'],['  01:00 م - 02:50 م'],[' '],---,---,---,لم يحدد من الكلية
103 فيز,فيزياء عامة (1),20137,عملي,,الرياض- طلاب,مفتوحة,['3'],['  01:00 م - 02:50 م'],[' '],---,---,---,ممدوح جميل عبدالرحيم الجعافرة
103 فيز,فيزياء عامة (1),20138,محاضرة,4,الرياض- طلاب,مفتوحة,"['4', '2']","['  01:00 م - 01:50 م', '  01:00 م - 02:50 م']","['  0140 04 1 A 107', '  0140 04 1 A 107']",3,01:00 م - 04:00 م,1443-11-01,عبدالله محمد على الزير
103 فيز,فيزياء عامة (1),20139,عملي,,الرياض- طلاب,مفتوحة,['1'],['  03:00 م - 04:50 م'],[' '],---,---,---,طلال عبدالله خليف الشمرى
103 فيز,فيزياء عامة (1),74084,عملي,,الرياض- طلاب,مفتوحة,['1'],['  03:00 م - 04:50 م'],[' '],---,---,---,لم يحدد من الكلية
103 فيز,فيزياء عامة (1),20140,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0140 04 1 B 041'],3,01:00 م - 04:00 م,1443-11-01,سعد علي عبدالله القرنى
103 فيز,فيزياء عامة (1),20141,عملي,,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],[' '],---,---,---,زبن الله محمد عايض العيزري
103 فيز,فيزياء عامة (1),74085,عملي,,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],[' '],---,---,---,محمود علي صالح القواتي
103 فيز,فيزياء عامة (1),20142,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0140 04 1 A 078'],3,01:00 م - 04:00 م,1443-11-01,سعد علي عبدالله القرنى
103 فيز,فيزياء عامة (1),74086,عملي,,الرياض- طلاب,مفتوحة,['3'],['  01:00 م - 02:50 م'],[' '],---,---,---,لم يحدد من الكلية
103 فيز,فيزياء عامة (1),20143,عملي,,الرياض- طلاب,مفتوحة,['3'],['  01:00 م - 02:50 م'],[' '],---,---,---,طلال عبدالله خليف الشمرى
103 فيز,فيزياء عامة (1),20144,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0140 04 1 A 070'],3,01:00 م - 04:00 م,1443-11-01,هادى رسام هادى القحطانى
103 فيز,فيزياء عامة (1),74087,عملي,,الرياض- طلاب,مغلقة,['4'],['  10:00 ص - 11:50 ص'],[' '],---,---,---,زبن الله محمد عايض العيزري
103 فيز,فيزياء عامة (1),20145,عملي,,الرياض- طلاب,مفتوحة,['4'],['  10:00 ص - 11:50 ص'],[' '],---,---,---,طلال عبدالله خليف الشمرى
103 فيز,فيزياء عامة (1),32357,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 035'],3,01:00 م - 04:00 م,1443-11-01,مشعل عبيد صنت الحربى
103 فيز,فيزياء عامة (1),74089,عملي,,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],[' '],---,---,---,لم يحدد من الكلية
103 فيز,فيزياء عامة (1),32358,عملي,,الرياض- طلاب,مفتوحة,['2'],['  01:00 م - 02:50 م'],[' '],---,---,---,لم يحدد من الكلية
103 فيز,فيزياء عامة (1),32359,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 052'],3,01:00 م - 04:00 م,1443-11-01,عبدالعزيز ناصر زيد الهزاع
103 فيز,فيزياء عامة (1),74090,عملي,,الرياض- طلاب,مفتوحة,['3'],['  03:00 م - 04:50 م'],[' '],---,---,---,طلال عبدالله خليف الشمرى
103 فيز,فيزياء عامة (1),32360,عملي,,الرياض- طلاب,مفتوحة,['3'],['  03:00 م - 04:50 م'],[' '],---,---,---,لم يحدد من الكلية
103 فيز,فيزياء عامة (1),32361,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0160 31 1 A 022'],3,01:00 م - 04:00 م,1443-11-01,مشعل عبيد صنت الحربى
103 فيز,فيزياء عامة (1),74091,عملي,,الرياض- طلاب,مفتوحة,['5'],['  01:00 م - 02:50 م'],[' '],---,---,---,لم يحدد من الكلية
103 فيز,فيزياء عامة (1),32362,عملي,,الرياض- طلاب,مفتوحة,['5'],['  01:00 م - 02:50 م'],[' '],---,---,---,احمد محمد - مهروسة
103 فيز,فيزياء عامة (1),48443,محاضرة,4,الرياض- طلاب,مغلقة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0140 04 1 A 095'],3,01:00 م - 04:00 م,1443-11-01,محمد عبدالله محمد ابو الريش
103 فيز,فيزياء عامة (1),74092,عملي,,الرياض- طلاب,مغلقة,['2'],['  08:00 ص - 09:50 ص'],[' '],---,---,---,لم يحدد من الكلية
103 فيز,فيزياء عامة (1),48444,عملي,,الرياض- طلاب,مغلقة,['2'],['  08:00 ص - 09:50 ص'],[' '],---,---,---,احمد محمد احمد سجيع
103 فيز,فيزياء عامة (1),51103,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0140 04 1 A 095'],3,01:00 م - 04:00 م,1443-11-01,محمد سليمان عائد العائد
103 فيز,فيزياء عامة (1),51104,عملي,,الرياض- طلاب,مغلقة,['2'],['  08:00 ص - 09:50 ص'],[' '],---,---,---,نياز احمد مظهر
103 فيز,فيزياء عامة (1),74093,عملي,,الرياض- طلاب,مفتوحة,['2'],['  08:00 ص - 09:50 ص'],[' '],---,---,---,محمود علي صالح القواتي
103 فيز,فيزياء عامة (1),60861,محاضرة,4,الرياض- طلاب,مغلقة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0140 04 1 B 022'],3,01:00 م - 04:00 م,1443-11-01,محمد عبدالله محمد ابو الريش
103 فيز,فيزياء عامة (1),60862,عملي,,الرياض- طلاب,مغلقة,['4'],['  10:00 ص - 11:50 ص'],[' '],---,---,---,نياز احمد مظهر
103 فيز,فيزياء عامة (1),74094,عملي,,الرياض- طلاب,مغلقة,['4'],['  10:00 ص - 11:50 ص'],[' '],---,---,---,سلطان سعيد عبدالله الزهراني
103 فيز,فيزياء عامة (1),68713,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0160 31 1 A 030'],3,01:00 م - 04:00 م,1443-11-01,مشعل عبيد صنت الحربى
103 فيز,فيزياء عامة (1),68714,عملي,,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],[' '],---,---,---,ممدوح جميل عبدالرحيم الجعافرة
103 فيز,فيزياء عامة (1),74095,عملي,,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],[' '],---,---,---,طلال عبدالله خليف الشمرى
103 فيز,فيزياء عامة (1),68716,محاضرة,4,الرياض- طلاب,مغلقة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 020'],3,01:00 م - 04:00 م,1443-11-01,عمر مرزوق محمد الدوسرى
103 فيز,فيزياء عامة (1),68717,عملي,,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],[' '],---,---,---,شاهد محمود رامي شودري عبدول
103 فيز,فيزياء عامة (1),74096,عملي,,الرياض- طلاب,مغلقة,['2'],['  01:00 م - 02:50 م'],[' '],---,---,---,ممدوح جميل عبدالرحيم الجعافرة
203 ريض,حساب التفاضل والتكامل,5487,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0140 04 1 A 095'],4,08:00 ص - 11:00 ص,1443-11-09,زيد الهاشمي الحجاج
203 ريض,حساب التفاضل والتكامل,5490,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  01:00 م - 02:50 م'],['  0140 04 1 A 095'],---,---,---,محمد عبدالسميع حسين محمد
203 ريض,حساب التفاضل والتكامل,5491,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0140 04 1 B 022'],4,08:00 ص - 11:00 ص,1443-11-09,فداء ابراهيم
203 ريض,حساب التفاضل والتكامل,5494,تمارين,,الرياض- طلاب,مغلقة,['5'],['  01:00 م - 02:50 م'],['  0140 04 1 B 045/1'],---,---,---,حازم حسين حفناوي حسين
203 ريض,حساب التفاضل والتكامل,5503,محاضرة,3,الرياض- طلاب,مغلقة,"['4', '2']","['  10:00 ص - 10:50 ص', '  10:00 ص - 11:50 ص']","['  0140 04 1 A 075', '  0140 04 1 A 075']",4,08:00 ص - 11:00 ص,1443-11-09,محفوظ عالم
203 ريض,حساب التفاضل والتكامل,5509,تمارين,,الرياض- طلاب,مغلقة,['4'],['  01:00 م - 02:50 م'],['  0140 04 1 A 113'],---,---,---,محمد عبدالسميع حسين محمد
203 ريض,حساب التفاضل والتكامل,15829,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  08:00 ص - 08:50 ص'],['  0140 04 G A 148'],4,08:00 ص - 11:00 ص,1443-11-09,شايع وقيان زيد الدوسري
203 ريض,حساب التفاضل والتكامل,80976,تمارين,,الرياض- طلاب,مغلقة,['1'],['  01:00 م - 02:50 م'],['  0140 04 1 A 073'],---,---,---,خالد احمد محمود طنش
203 ريض,حساب التفاضل والتكامل,15830,تمارين,,الرياض- طلاب,مغلقة,['1'],['  01:00 م - 02:50 م'],['  0140 04 1 B 023'],---,---,---,موسى رحمه جادالله عجال
203 ريض,حساب التفاضل والتكامل,20446,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0140 04 1 A 076'],4,08:00 ص - 11:00 ص,1443-11-09,المنجى احمد سالم بلال
203 ريض,حساب التفاضل والتكامل,20447,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  01:00 م - 02:50 م'],['  0140 04 1 B 045/1'],---,---,---,خالد احمد محمود طنش
203 ريض,حساب التفاضل والتكامل,20448,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  09:00 ص - 09:50 ص'],['  0140 04 G A 148'],4,08:00 ص - 11:00 ص,1443-11-09,محفوظ عالم
203 ريض,حساب التفاضل والتكامل,20449,تمارين,,الرياض- طلاب,مغلقة,['3'],['  01:00 م - 02:50 م'],['  0140 04 G A 148'],---,---,---,حازم حسين حفناوي حسين
203 ريض,حساب التفاضل والتكامل,20450,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  02:00 م - 02:50 م'],['  0140 04 1 A 111'],4,08:00 ص - 11:00 ص,1443-11-09,فداء ابراهيم
203 ريض,حساب التفاضل والتكامل,20451,تمارين,,الرياض- طلاب,مفتوحة,['1'],['  03:00 م - 04:50 م'],['  0140 04 1 B 024'],---,---,---,خالد احمد محمود طنش
203 ريض,حساب التفاضل والتكامل,20452,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  02:00 م - 02:50 م'],['  0140 04 1 A 096'],4,08:00 ص - 11:00 ص,1443-11-09,محفوظ عالم
203 ريض,حساب التفاضل والتكامل,20453,تمارين,,الرياض- طلاب,مغلقة,['5'],['  03:00 م - 04:50 م'],['  0140 04 1 B 024'],---,---,---,عبدالعظيم حامد محمد يعقوب
203 ريض,حساب التفاضل والتكامل,20454,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0140 04 1 B 023'],4,08:00 ص - 11:00 ص,1443-11-09,ايمن عبدالرحمان بن عميرة
203 ريض,حساب التفاضل والتكامل,20455,تمارين,,الرياض- طلاب,مغلقة,['5'],['  03:00 م - 04:50 م'],['  0140 04 1 A 113'],---,---,---,خالد ابراهيم احمد نوار
203 ريض,حساب التفاضل والتكامل,20456,محاضرة,3,الرياض- طلاب,مغلقة,"['1 3', '5']","['  11:00 ص - 11:50 ص', '  11:00 ص - 11:50 ص']","['  0140 04 1 A 111', '  0140 04 1 B 026']",4,08:00 ص - 11:00 ص,1443-11-09,مباريز غارييف
203 ريض,حساب التفاضل والتكامل,20457,تمارين,,الرياض- طلاب,مغلقة,['5'],['  03:00 م - 04:50 م'],['  0140 04 1 A 097'],---,---,---,موسى رحمه جادالله عجال
203 ريض,حساب التفاضل والتكامل,20459,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0140 04 1 B 027'],4,08:00 ص - 11:00 ص,1443-11-09,ايمن عبدالرحمان بن عميرة
203 ريض,حساب التفاضل والتكامل,20460,تمارين,,الرياض- طلاب,مفتوحة,['5'],['  01:00 م - 02:50 م'],['  0140 04 1 B 023'],---,---,---,خالد احمد محمود طنش
203 ريض,حساب التفاضل والتكامل,47859,محاضرة,3,الرياض- طلاب,مغلقة,"['3', '1 5']","['  10:00 ص - 10:50 ص', '  10:00 ص - 10:50 ص']","['  0140 04 G A 142', '  0140 04 G A 148']",4,08:00 ص - 11:00 ص,1443-11-09,تي ام جي احسان الله جوشيدين
203 ريض,حساب التفاضل والتكامل,47860,تمارين,,الرياض- طلاب,مغلقة,['5'],['  01:00 م - 02:50 م'],['  0140 04 1 B 040'],---,---,---,خالد ابراهيم احمد نوار
203 ريض,حساب التفاضل والتكامل,47863,محاضرة,3,الرياض- طلاب,مفتوحة,"['2', '4']","['  10:00 ص - 10:50 ص', '  10:00 ص - 11:50 ص']","['  0140 04 1 B 013', '  0140 04 1 B 013']",4,08:00 ص - 11:00 ص,1443-11-09,زيد الهاشمي الحجاج
203 ريض,حساب التفاضل والتكامل,47864,تمارين,,الرياض- طلاب,مفتوحة,['3'],['  01:00 م - 02:50 م'],['  0140 04 1 B 048'],---,---,---,موسى رحمه جادالله عجال
203 ريض,حساب التفاضل والتكامل,79228,محاضرة,3,الرياض- طلاب,مغلقة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0140 04 1 B 045/1'],4,08:00 ص - 11:00 ص,1443-11-09,محفوظ عالم
203 ريض,حساب التفاضل والتكامل,79229,تمارين,,الرياض- طلاب,مغلقة,['5'],['  03:00 م - 04:50 م'],['  0140 04 1 A 075'],---,---,---,خالد احمد محمود طنش
203 ريض,حساب التفاضل والتكامل,79760,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0140 04 1 A 096'],4,08:00 ص - 11:00 ص,1443-11-09,شريف صادق دشموخ
203 ريض,حساب التفاضل والتكامل,79761,تمارين,,الرياض- طلاب,مفتوحة,['5'],['  03:00 م - 04:50 م'],['  0140 04 1 A 111'],---,---,---,محمد عبدالسميع حسين محمد
101 كيم,كيمياء عامة (1),20148,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  12:00 م - 12:50 م'],['  0140 05 1 B 047'],1,08:00 ص - 11:00 ص,1443-11-06,احمد عبدالكريم عبدالله الصالح
101 كيم,كيمياء عامة (1),20149,عملي,,الرياض- طلاب,مفتوحة,['1'],['  03:00 م - 04:50 م'],['  0140 05 1 A 022'],---,---,---,عمر احمد بنيان العنزي
101 كيم,كيمياء عامة (1),72252,عملي,,الرياض- طلاب,مفتوحة,['1'],['  05:00 م - 06:50 م'],['  0140 05 1 A 024'],---,---,---,عمر احمد بنيان العنزي
101 كيح,كيمياء حيوية عامة,4165,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0140 05 1 B 009'],5,08:00 ص - 11:00 ص,1443-11-17,محمد سعد محمد داود
101 كيح,كيمياء حيوية عامة,4168,عملي,,الرياض- طلاب,مفتوحة,['4'],['  10:00 ص - 11:50 ص'],['  0140 05 G A 018'],---,---,---,مرتضى محي الدين
101 كيح,كيمياء حيوية عامة,72819,عملي,,الرياض- طلاب,مفتوحة,['4'],['  10:00 ص - 11:50 ص'],[' '],---,---,---,لم يحدد من الكلية
101 كيح,كيمياء حيوية عامة,8142,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  10:00 ص - 10:50 ص'],['  0140 05 1 B 013'],5,08:00 ص - 11:00 ص,1443-11-17,عبدالعزيز محمد عبدالرحمن العمرى
101 كيح,كيمياء حيوية عامة,8143,عملي,,الرياض- طلاب,مفتوحة,['5'],['  08:00 ص - 09:50 ص'],['  0140 05 G A 020'],---,---,---,مرتضى محي الدين
101 كيح,كيمياء حيوية عامة,72820,عملي,,الرياض- طلاب,مفتوحة,['4'],['  01:00 م - 02:50 م'],[' '],---,---,---,سعد فهد عبدالله القحطاني
101 كيح,كيمياء حيوية عامة,36931,محاضرة,4,الرياض- طلاب,مغلقة,['1 3 5'],['  01:00 م - 01:50 م'],['  0140 05 1 A 079'],5,08:00 ص - 11:00 ص,1443-11-17,منصور خليل محمد غطاشه
101 كيح,كيمياء حيوية عامة,72821,عملي,,الرياض- طلاب,مغلقة,['2'],['  03:00 م - 04:50 م'],[' '],---,---,---,رياض بن عبد الله عوض الله الرحيمي المطيري
101 كيح,كيمياء حيوية عامة,36932,عملي,,الرياض- طلاب,مغلقة,['2'],['  03:00 م - 04:50 م'],[' '],---,---,---,منصور بن خليل بن محمد المغربي
101 كيح,كيمياء حيوية عامة,37740,محاضرة,4,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0140 05 1 B 011'],5,08:00 ص - 11:00 ص,1443-11-17,محمد سمير عبدالعزيز الربع
101 كيح,كيمياء حيوية عامة,72822,عملي,,الرياض- طلاب,مفتوحة,['4'],['  10:00 ص - 11:50 ص'],[' '],---,---,---,رياض بن عبد الله عوض الله الرحيمي المطيري
101 كيح,كيمياء حيوية عامة,37741,عملي,,الرياض- طلاب,مفتوحة,['4'],['  10:00 ص - 11:50 ص'],[' '],---,---,---,سعد فهد عبدالله القحطاني
230 نال,اسس قواعد البيانات,12451,محاضرة,3,الرياض- طلاب,مفتوحة,['1 3 5'],['  11:00 ص - 11:50 ص'],['  0160 31 1 A 022'],3,01:00 م - 04:00 م,1443-11-01,عبدالعزيز عبدالرحمن عبدالعزيز الهدلق
